train_loss,epoch,created_at,avg_val_loss
0.0016954827588051558,3,2020-05-22 05:56:15.790608,
0.0014837769558653235,3,2020-05-22 05:56:18.283155,
0.0015141700860112906,3,2020-05-22 05:56:20.734623,
,3,2020-05-22 05:56:27.502505,0.0015390106709674
0.0018463134765625,4,2020-05-22 05:56:27.876742,
0.0020228575449436903,4,2020-05-22 05:56:30.349005,
0.0015952115645632148,4,2020-05-22 05:56:32.120370,
0.0016435720026493073,4,2020-05-22 05:56:32.946950,
0.0015269493451341987,4,2020-05-22 05:56:33.657242,
0.0019574284087866545,4,2020-05-22 05:56:34.365027,
0.0015839732950553298,4,2020-05-22 05:56:35.073344,
0.0018456251127645373,4,2020-05-22 05:56:35.781916,
0.0013737691333517432,4,2020-05-22 05:56:37.567367,
0.001693201600573957,4,2020-05-22 05:56:40.025117,
0.0013906577369198203,4,2020-05-22 05:56:42.473059,
0.001581873162649572,4,2020-05-22 05:56:44.945943,
0.0016972357407212257,4,2020-05-22 05:56:47.408296,
0.0015843039145693183,4,2020-05-22 05:56:49.866527,
0.0018625058000907302,4,2020-05-22 05:56:52.320441,
0.0017041061073541641,4,2020-05-22 05:56:54.776766,
0.0017037149518728256,4,2020-05-22 05:56:56.640736,
0.0016548869898542762,4,2020-05-22 05:56:57.355800,
0.0020915097557008266,4,2020-05-22 05:56:58.068013,
0.0016062993090599775,4,2020-05-22 05:56:58.779380,
0.001693455851636827,4,2020-05-22 05:56:59.503130,
0.0016998499631881714,4,2020-05-22 05:57:01.822746,
0.0016783829778432846,4,2020-05-22 05:57:04.282045,
0.001981050241738558,4,2020-05-22 05:57:06.737042,
0.0016614035703241825,4,2020-05-22 05:57:09.377630,
0.0016536586917936802,4,2020-05-22 05:57:11.944388,
0.00155522336717695,4,2020-05-22 05:57:14.402414,
0.0014460892416536808,4,2020-05-22 05:57:16.791394,
0.0011826702393591404,4,2020-05-22 05:57:17.504822,
,4,2020-05-22 05:57:21.003375,0.0013803819892928004
