train_loss,epoch,created_at,avg_val_loss
0.04158990830183029,0,2020-05-22 05:53:53.798058,
0.021353399381041527,0,2020-05-22 05:53:54.494117,
0.013490922749042511,0,2020-05-22 05:53:55.189564,
0.01462438516318798,0,2020-05-22 05:53:55.883744,
0.015755068510770798,0,2020-05-22 05:53:56.580066,
0.013958094641566277,0,2020-05-22 05:53:57.279092,
0.013555615209043026,0,2020-05-22 05:53:57.976996,
0.014280339702963829,0,2020-05-22 05:53:58.677966,
0.008962374180555344,0,2020-05-22 05:53:59.376566,
0.006657715886831284,0,2020-05-22 05:54:00.083514,
0.006693828850984573,0,2020-05-22 05:54:00.787854,
0.004348915070295334,0,2020-05-22 05:54:01.487388,
0.004239949397742748,0,2020-05-22 05:54:02.187279,
0.003957967273890972,0,2020-05-22 05:54:02.886435,
0.003623389406129718,0,2020-05-22 05:54:03.586832,
0.0035248263739049435,0,2020-05-22 05:54:04.285531,
0.0038385509978979826,0,2020-05-22 05:54:04.985600,
0.0033866632729768753,0,2020-05-22 05:54:05.685677,
0.0036294604651629925,0,2020-05-22 05:54:06.386571,
0.0032072633039206266,0,2020-05-22 05:54:07.086764,
0.0035301554016768932,0,2020-05-22 05:54:07.790279,
0.0029303738847374916,0,2020-05-22 05:54:08.492485,
0.003116362728178501,0,2020-05-22 05:54:09.202831,
0.0030012670904397964,0,2020-05-22 05:54:09.915335,
0.0036156787537038326,0,2020-05-22 05:54:10.634829,
0.003159213811159134,0,2020-05-22 05:54:11.349570,
0.003196838079020381,0,2020-05-22 05:54:12.065136,
0.0026894472539424896,0,2020-05-22 05:54:12.781267,
0.002655451186001301,0,2020-05-22 05:54:13.497563,
,0,2020-05-22 05:54:16.960161,0.0027172223199158907
0.0033146063797175884,1,2020-05-22 05:54:17.158239,
0.002997451927512884,1,2020-05-22 05:54:17.877447,
0.0028020082972943783,1,2020-05-22 05:54:18.588405,
0.002397214062511921,1,2020-05-22 05:54:19.303128,
0.002407253719866276,1,2020-05-22 05:54:20.017278,
0.0023697393480688334,1,2020-05-22 05:54:20.731882,
0.002419317839667201,1,2020-05-22 05:54:21.449176,
0.002510449383407831,1,2020-05-22 05:54:22.165659,
0.0025254858192056417,1,2020-05-22 05:54:22.885718,
0.002399062504991889,1,2020-05-22 05:54:23.604453,
0.002436562441289425,1,2020-05-22 05:54:24.329100,
0.0025565079413354397,1,2020-05-22 05:54:25.078545,
0.002778260037302971,1,2020-05-22 05:54:25.804906,
0.002535780193284154,1,2020-05-22 05:54:26.534723,
0.002510624937713146,1,2020-05-22 05:54:27.260243,
0.0022078920155763626,1,2020-05-22 05:54:27.983822,
0.0022202637046575546,1,2020-05-22 05:54:28.705963,
0.002129241358488798,1,2020-05-22 05:54:29.454989,
0.002388088032603264,1,2020-05-22 05:54:31.226135,
0.0024107482749968767,1,2020-05-22 05:54:33.706383,
0.002166235353797674,1,2020-05-22 05:54:36.282529,
0.0021617065649479628,1,2020-05-22 05:54:38.741502,
0.0020800232887268066,1,2020-05-22 05:54:39.932098,
0.002172472421079874,1,2020-05-22 05:54:40.664759,
0.002128436928614974,1,2020-05-22 05:54:41.378631,
0.0026384536176919937,1,2020-05-22 05:54:42.099116,
0.002804664894938469,1,2020-05-22 05:54:42.815129,
0.0026532425545156,1,2020-05-22 05:54:43.531472,
0.0024275705218315125,1,2020-05-22 05:54:45.671765,
,1,2020-05-22 05:54:52.544063,0.0022350517101585865
0.0023828125558793545,2,2020-05-22 05:54:52.915608,
0.0024387924931943417,2,2020-05-22 05:54:54.704932,
0.0020550801418721676,2,2020-05-22 05:54:55.424795,
0.0020847967825829983,2,2020-05-22 05:54:56.139286,
0.0023135999217629433,2,2020-05-22 05:54:56.852790,
0.002079908736050129,2,2020-05-22 05:54:57.564763,
0.002867288887500763,2,2020-05-22 05:54:59.958787,
0.0019290413474664092,2,2020-05-22 05:55:02.421007,
0.0022209708113223314,2,2020-05-22 05:55:04.881490,
0.002193900290876627,2,2020-05-22 05:55:07.285758,
0.002076678443700075,2,2020-05-22 05:55:07.999062,
0.002340572187677026,2,2020-05-22 05:55:08.718600,
0.0020309165120124817,2,2020-05-22 05:55:09.430261,
0.002098003402352333,2,2020-05-22 05:55:10.141718,
0.002104299608618021,2,2020-05-22 05:55:10.852777,
0.0022292479407042265,2,2020-05-22 05:55:11.637088,
0.0024728886783123016,2,2020-05-22 05:55:14.114078,
0.0021325338166207075,2,2020-05-22 05:55:16.569578,
0.002435630187392235,2,2020-05-22 05:55:19.029509,
0.002121166093274951,2,2020-05-22 05:55:21.476196,
0.002437795512378216,2,2020-05-22 05:55:22.738449,
0.00204702140763402,2,2020-05-22 05:55:23.481519,
0.0024724220857024193,2,2020-05-22 05:55:24.194422,
0.002193382941186428,2,2020-05-22 05:55:24.931913,
0.0021513239480555058,2,2020-05-22 05:55:25.645295,
0.0020066378638148308,2,2020-05-22 05:55:26.358474,
0.0018074925756081939,2,2020-05-22 05:55:28.469413,
0.0019792027305811644,2,2020-05-22 05:55:30.930059,
0.002125543076545,2,2020-05-22 05:55:33.389415,
,2,2020-05-22 05:55:40.136414,0.0020833327434957027
0.002453977009281516,3,2020-05-22 05:55:40.476792,
0.002295552520081401,3,2020-05-22 05:55:41.187126,
0.0019325701287016273,3,2020-05-22 05:55:41.901337,
0.0020229886285960674,3,2020-05-22 05:55:42.613426,
0.0018842568388208747,3,2020-05-22 05:55:43.327441,
0.0016571355517953634,3,2020-05-22 05:55:44.041127,
0.0020266990177333355,3,2020-05-22 05:55:44.828086,
0.0021510368678718805,3,2020-05-22 05:55:47.319267,
0.0020228810608386993,3,2020-05-22 05:55:49.778125,
0.0020955833606421947,3,2020-05-22 05:55:52.234419,
0.0016234158538281918,3,2020-05-22 05:55:54.698219,
0.0019383393228054047,3,2020-05-22 05:55:55.936004,
0.0017724651843309402,3,2020-05-22 05:55:56.660687,
0.001876060850918293,3,2020-05-22 05:55:57.374468,
0.0018735798075795174,3,2020-05-22 05:55:58.087099,
0.0016038878820836544,3,2020-05-22 05:55:59.168151,
0.0017176916589960456,3,2020-05-22 05:56:01.676880,
0.0017005102708935738,3,2020-05-22 05:56:04.137417,
0.001482696970924735,3,2020-05-22 05:56:06.599577,
0.0018737063510343432,3,2020-05-22 05:56:09.060616,
0.0015381879638880491,3,2020-05-22 05:56:11.516160,
0.0015458783600479364,3,2020-05-22 05:56:12.228926,
0.001611525658518076,3,2020-05-22 05:56:12.942556,
0.0017132473876699805,3,2020-05-22 05:56:13.655263,
0.00192632048856467,3,2020-05-22 05:56:14.368119,
0.0016083380905911326,3,2020-05-22 05:56:15.078922,
